"Entrez","ENSG","trt","untrt","baseMean","log2FoldChange","pvalue","padj","Symbol"
"257194","ENSG00000172260",10.944,9.756,10.35,0.125,0.2126,0.5217,"NEGR1"
"55862","ENSG00000093144",11.034,10.289,10.661,-0.216,0.2127,0.5217,"ECHDC1"
"9456","ENSG00000152413",7.876,7.884,7.88,-0.897,0.2128,0.5217,"HOMER1"
"81788","ENSG00000163545",7.822,7.424,7.623,0.29,0.2129,0.5217,"NUAK2"
"10507","ENSG00000187764",8.258,8.334,8.296,-0.12,0.2127,0.5217,"SEMA4D"
"342908","ENSG00000176222",7.529,7.778,7.654,0.26,0.2128,0.5217,"ZNF404"
"55686","ENSG00000118242",7.665,7.725,7.695,-0.252,0.2129,0.5217,"MREG"
"80150","ENSG00000162174",6.722,6.505,6.614,0.666,0.2128,0.5217,"ASRGL1"
"56916","ENSG00000163104",9.814,9.855,9.834,-0.458,0.2129,0.5217,"SMARCAD1"
"5865","ENSG00000169213",11.882,11.371,11.626,1.144,0.2131,0.5218,"RAB3B"
"6235","ENSG00000213741",11.713,11.727,11.72,-0.606,0.213,0.5218,"RPS29"
"55344","ENSG00000182378",8.106,8.237,8.172,-0.372,0.213,0.5218,"PLCXD1"
"10631","ENSG00000133110",10.86,12.269,11.565,-0.184,0.2132,0.5219,"POSTN"
"11248","ENSG00000182575",8.931,8.159,8.545,0.133,0.2132,0.5219,"NXPH3"
"148534","ENSG00000152078",7.382,7.467,7.425,1.026,0.2132,0.5219,"TMEM56"
"10910","ENSG00000165416",9.933,10.019,9.976,0.23,0.2132,0.5219,"SUGT1"
"100128905","ENSG00000260868",6.624,6.511,6.567,-0.213,0.2133,0.5219,"LINC01960"
"116138","ENSG00000124702",10.425,9.858,10.141,0.204,0.2134,0.522,"KLHDC3"
"101929450","ENSG00000253490",6.648,6.764,6.706,-0.13,0.2133,0.522,"LINC02099"
"56950","ENSG00000143499",8.988,8.746,8.867,0.745,0.2134,0.522,"SMYD2"
"5241","ENSG00000082175",6.59,6.57,6.58,-0.222,0.2137,0.5226,"PGR"
"644554","ENSG00000267640",6.811,7.132,6.971,0.297,0.2138,0.5226,"AC016582.3"
"100289255","ENSG00000263429",6.266,6.27,6.268,-0.187,0.2137,0.5226,"TMEM238L"
"51177","ENSG00000023902",9.864,9.518,9.691,0.177,0.2138,0.5227,"PLEKHO1"
"8970","ENSG00000124635",7.215,7.122,7.169,-0.313,0.2139,0.5228,"HIST1H2BJ"
"102724532","ENSG00000264920",7.337,7.333,7.335,0.183,0.214,0.5229,"AC018521.5"
"105372483","ENSG00000269054",6.549,6.512,6.53,0.179,0.2141,0.523,"AC012313.6"
"654841","ENSG00000236432",7.124,7.296,7.21,-0.213,0.2142,0.5232,"AC097662.1"
"5534","ENSG00000221823",10.155,10.019,10.087,-0.448,0.2142,0.5233,"PPP3R1"
"3034","ENSG00000084110",6.349,6.357,6.353,-0.252,0.2144,0.5235,"HAL"
"4669","ENSG00000108784",10.849,10.649,10.749,-0.29,0.2144,0.5235,"NAGLU"
"51429","ENSG00000130340",11.969,12.393,12.181,-0.235,0.2145,0.5236,"SNX9"
"9522","ENSG00000085365",10.185,10.262,10.224,-0.588,0.2145,0.5236,"SCAMP1"
"3338","ENSG00000110011",9,9.139,9.069,-0.177,0.2146,0.5237,"DNAJC4"
"29766","ENSG00000138594",10.73,10.868,10.799,-0.132,0.2147,0.5238,"TMOD3"
"7417","ENSG00000165637",11.393,10.889,11.141,-0.163,0.2147,0.5239,"VDAC2"
"2483","ENSG00000109536",8.973,8.991,8.982,0.308,0.2148,0.524,"FRG1"
"404744","ENSG00000197085",6.258,6.28,6.269,0.264,0.2148,0.524,"NPSR1-AS1"
"257218","ENSG00000146414",9.189,9.476,9.332,0.183,0.2149,0.5242,"SHPRH"
"3385","ENSG00000076662",8.037,7.77,7.904,0.457,0.2152,0.5247,"ICAM3"
"100507173","ENSG00000281706",6.505,6.528,6.517,-0.143,0.2152,0.5247,"LINC01012"
"9325","ENSG00000103671",8.945,8.876,8.91,-0.39,0.2153,0.5248,"TRIP4"
"63035","ENSG00000085185",9.193,9.108,9.15,0.23,0.2155,0.5251,"BCORL1"
"7286","ENSG00000143367",8.283,8.487,8.385,-0.275,0.2155,0.5251,"TUFT1"
"8863","ENSG00000049246",7.673,9.074,8.374,0.334,0.2157,0.5255,"PER3"
"151254","ENSG00000155754",6.883,6.969,6.926,0.147,0.2158,0.5255,"C2CD6"
"634","ENSG00000079385",6.471,6.476,6.474,-0.273,0.2158,0.5256,"CEACAM1"
"23493","ENSG00000135547",6.303,6.241,6.272,-0.205,0.2159,0.5257,"HEY2"
"5676","ENSG00000221878",6.772,6.838,6.805,-0.477,0.2161,0.5259,"PSG7"
"90271","ENSG00000235823",8.603,8.893,8.748,0.396,0.2161,0.5259,"OLMALINC"
"3117","ENSG00000196735",6.267,6.321,6.294,-1.142,0.216,0.5259,"HLA-DQA1"
"79413","ENSG00000177494",6.42,6.417,6.418,-0.771,0.216,0.5259,"ZBED2"
"148479","ENSG00000116273",9.668,9.491,9.58,-0.275,0.2164,0.5264,"PHF13"
"513","ENSG00000099624",9.503,9.365,9.434,-0.101,0.2163,0.5264,"ATP5F1D"
"1856","ENSG00000004975",9.955,10.269,10.112,0.434,0.2165,0.5265,"DVL2"
"64328","ENSG00000132953",9.713,9.604,9.659,-0.181,0.2166,0.5268,"XPO4"
"59084","ENSG00000112796",7.213,7.399,7.306,0.136,0.2168,0.527,"ENPP5"
"100652883","ENSG00000274114",6.478,6.559,6.519,1.136,0.2168,0.527,"ALOX15P1"
"651430","ENSG00000279943",6.353,6.419,6.386,-0.575,0.2167,0.527,"FLJ38576"
"10075","ENSG00000086758",13.022,13.04,13.031,-0.18,0.2169,0.5272,"HUWE1"
"1759","ENSG00000106976",9.139,10.772,9.955,0.182,0.2171,0.5276,"DNM1"
"5050","ENSG00000079462",7.348,7.866,7.607,0.13,0.2173,0.5277,"PAFAH1B3"
"101929719","ENSG00000254363",6.915,6.784,6.85,0.196,0.2172,0.5277,"AC011379.2"
"285268","ENSG00000172888",10.047,10.1,10.073,0.225,0.2173,0.5277,"ZNF621"
"126147","ENSG00000142233",6.565,6.695,6.63,-0.201,0.2176,0.5284,"NTN5"
"7574","ENSG00000198393",8.339,8.24,8.29,0.211,0.2177,0.5285,"ZNF26"
"10930","ENSG00000124701",6.263,6.257,6.26,0.236,0.2179,0.5288,"APOBEC2"
"2719","ENSG00000147257",10.177,9.992,10.084,-0.17,0.218,0.5289,"GPC3"
"84859","ENSG00000186001",10.457,10.624,10.541,0.343,0.2181,0.5289,"LRCH3"
"79644","ENSG00000128039",8.395,8.106,8.251,-0.273,0.2182,0.5291,"SRD5A3"
"10611","ENSG00000163110",11.024,9.641,10.332,0.295,0.2183,0.5292,"PDLIM5"
"19","ENSG00000165029",13.019,12.917,12.968,0.204,0.2185,0.5297,"ABCA1"
"23764","ENSG00000185022",10.005,8.984,9.494,0.264,0.2187,0.5299,"MAFF"
"114902","ENSG00000223953",9.418,8.988,9.203,0.146,0.2186,0.5299,"C1QTNF5"
"134218","ENSG00000168724",10.776,10.409,10.592,-0.132,0.2187,0.5299,"DNAJC21"
"83877","ENSG00000169490",10.199,10.198,10.198,0.228,0.2188,0.5299,"TM2D2"
"126123","ENSG00000161652",6.456,6.441,6.449,-0.761,0.2188,0.5299,"IZUMO2"
"4329","ENSG00000119711",10.029,9.131,9.58,-0.288,0.219,0.53,"ALDH6A1"
"10329","ENSG00000118600",8.698,8.595,8.646,-0.216,0.2189,0.53,"RXYLT1"
"150082","ENSG00000157578",6.761,7.003,6.882,0.496,0.2189,0.53,"LCA5L"
"26279","ENSG00000117215",6.37,6.339,6.355,0.347,0.2189,0.53,"PLA2G2D"
"54994","ENSG00000101193",9.823,9.756,9.79,0.119,0.2192,0.5303,"GID8"
"54942","ENSG00000119328",8.669,8.701,8.685,-0.808,0.2192,0.5303,"FAM206A"
"285704","ENSG00000174136",10.777,11.689,11.233,-0.71,0.2197,0.5313,"RGMB"
"2794","ENSG00000204590",11.03,11.122,11.076,-0.725,0.22,0.5317,"GNL1"
"8930","ENSG00000129071",9.482,9.386,9.434,-1.114,0.2199,0.5317,"MBD4"
"100131096","ENSG00000204282",6.614,6.497,6.556,0.769,0.2201,0.5319,"TNRC6C-AS1"
"54457","ENSG00000102387",6.639,6.754,6.696,0.222,0.2202,0.532,"TAF7L"
"55669","ENSG00000171109",10.138,9.968,10.053,0.167,0.2202,0.532,"MFN1"
"55954","ENSG00000100319",8.509,8.604,8.557,0.657,0.2202,0.532,"ZMAT5"
"57463","ENSG00000181754",8.625,8.766,8.696,0.224,0.2207,0.5325,"AMIGO1"
"9139","ENSG00000078699",9.069,9.504,9.287,0.396,0.2207,0.5325,"CBFA2T2"
"64221","ENSG00000154134",8.07,8.426,8.248,-0.191,0.2206,0.5325,"ROBO3"
"55833","ENSG00000137073",9.773,9.777,9.775,0.21,0.2207,0.5325,"UBAP2"
"129049","ENSG00000167037",6.465,6.469,6.467,-0.22,0.2207,0.5325,"SGSM1"
"10509","ENSG00000185033",9.492,9.471,9.482,-0.802,0.2208,0.5326,"SEMA4B"
"101928940","ENSG00000256195",6.571,6.384,6.478,0.12,0.2212,0.5333,"AP002518.1"
"388284","ENSG00000159761",7.565,7.473,7.519,-0.47,0.2212,0.5333,"C16orf86"
"116449","ENSG00000109684",6.386,6.477,6.432,-0.741,0.2212,0.5333,"CLNK"
"54954","ENSG00000184083",9.335,8.958,9.146,-0.195,0.2213,0.5334,"FAM120C"
"11159","ENSG00000144134",8.739,8.79,8.765,-0.6,0.2214,0.5335,"RABL2A"
"91133","ENSG00000154655",6.346,6.45,6.398,-0.099,0.2216,0.5338,"L3MBTL4"
"26548","ENSG00000147166",6.296,6.465,6.38,0.235,0.2216,0.5338,"ITGB1BP2"
"55066","ENSG00000090857",10.807,10.787,10.797,-0.508,0.2218,0.534,"PDPR"
"202","ENSG00000112297",9.077,8.598,8.837,0.181,0.2219,0.534,"CRYBG1"
"84311","ENSG00000278845",9.645,9.611,9.628,0.442,0.2218,0.534,"MRPL45"
"7414","ENSG00000035403",14.407,13.522,13.965,0.625,0.222,0.5343,"VCL"
"101927601","ENSG00000278662",7.129,7.142,7.136,-0.693,0.2221,0.5345,"GOLGA6L10"
"79961","ENSG00000162777",7.943,8.302,8.122,0.504,0.2222,0.5347,"DENND2D"
"132321","ENSG00000151470",7.497,7.802,7.649,-0.156,0.2223,0.5347,"C4orf33"
"1124","ENSG00000106069",6.812,6.707,6.759,-0.954,0.2224,0.5349,"CHN2"
"220070","ENSG00000171671",6.574,6.532,6.553,-0.265,0.2224,0.5349,"SHANK2-AS3"
"23205","ENSG00000103740",6.552,6.85,6.701,0.244,0.2225,0.535,"ACSBG1"
"1362","ENSG00000108582",13.105,12.635,12.87,0.17,0.2226,0.5351,"CPD"
"27153","ENSG00000196453",8.78,8.886,8.833,-0.561,0.2226,0.5351,"ZNF777"
"129880","ENSG00000163093",8.414,8.703,8.559,-0.137,0.2227,0.5352,"BBS5"
"80054","ENSG00000267296",6.257,6.476,6.366,-0.126,0.2227,0.5352,"CEBPA-DT"
"125950","ENSG00000161847",9.541,9.418,9.479,-0.19,0.2228,0.5352,"RAVER1"
"7368","ENSG00000174607",6.446,6.444,6.445,-0.557,0.2228,0.5352,"UGT8"
"84437","ENSG00000170903",9.281,9.227,9.254,-1.151,0.2228,0.5352,"MSANTD4"
"414328","ENSG00000148057",7.338,7.5,7.419,0.284,0.2231,0.5356,"IDNK"
"81603","ENSG00000171206",11.485,11.479,11.482,0.096,0.2232,0.5357,"TRIM8"
"255027","ENSG00000156968",7.46,7.433,7.446,0.261,0.2232,0.5357,"MPV17L"
"2078","ENSG00000157554",6.54,6.481,6.51,-1.048,0.2233,0.5357,"ERG"
"100132677","ENSG00000226913",6.367,6.456,6.411,0.765,0.2232,0.5357,"BSN-DT"
"3588","ENSG00000243646",10.036,9.802,9.919,-0.277,0.2235,0.5358,"IL10RB"
"100507250","ENSG00000247363",6.416,6.41,6.413,0.625,0.2234,0.5358,"AC090061.1"
"79899","ENSG00000135362",8.064,7.472,7.768,0.464,0.2237,0.5363,"PRR5L"
"6502","ENSG00000145604",9.858,9.146,9.502,-1.198,0.2238,0.5364,"SKP2"
"5095","ENSG00000175198",8.781,8.741,8.761,-0.21,0.2238,0.5364,"PCCA"
"1236","ENSG00000126353",6.942,6.925,6.934,-0.887,0.2239,0.5364,"CCR7"
"728264","ENSG00000249669",9.107,8.889,8.998,0.174,0.2241,0.5367,"CARMN"
"256302","ENSG00000274180",10.603,10.418,10.511,-0.681,0.2241,0.5367,"NATD1"
"147798","ENSG00000167608",6.733,6.834,6.783,0.352,0.2241,0.5367,"TMC4"
"4238","ENSG00000037749",9.333,9.141,9.237,0.108,0.2245,0.5368,"MFAP3"
"64769","ENSG00000163875",10.443,10.292,10.368,-0.54,0.2243,0.5368,"MEAF6"
"88745","ENSG00000124541",9.246,9.241,9.243,0.18,0.2243,0.5368,"RRP36"
"100289187","ENSG00000244219",7.265,7.29,7.278,-0.301,0.2244,0.5368,"TMEM225B"
"346528","ENSG00000221970",6.762,6.93,6.846,0.205,0.2243,0.5368,"OR2A1"
"2015","ENSG00000174837",6.4,6.396,6.398,-0.831,0.2246,0.5369,"ADGRE1"
"57659","ENSG00000174282",11.987,12.032,12.009,-0.242,0.2246,0.5369,"ZBTB4"
"542767","ENSG00000205861",8.134,8.499,8.317,-0.28,0.2248,0.5372,"PCOTH"
"83858","ENSG00000160072",8.779,8.436,8.607,0.137,0.2249,0.5372,"ATAD3B"
"6386","ENSG00000137575",12.506,12.747,12.626,-0.176,0.2249,0.5372,"SDCBP"
"7155","ENSG00000077097",11.738,11.753,11.745,0.502,0.2249,0.5372,"TOP2B"
"195977","ENSG00000274209",6.271,6.199,6.235,1.032,0.2248,0.5372,"ANTXRL"
"6271","ENSG00000160678",7.16,7.027,7.094,-0.201,0.225,0.5373,"S100A1"
"2644","ENSG00000137880",7.92,7.154,7.537,-0.244,0.2251,0.5375,"GCHFR"
"91612","ENSG00000258289",10.958,10.781,10.87,-0.236,0.2253,0.5378,"CHURC1"
"347051","ENSG00000253598",6.447,6.529,6.488,0.616,0.2254,0.5381,"SLC10A5"
"64388","ENSG00000180875",8.706,9.092,8.899,-0.164,0.2255,0.5382,"GREM2"
"64430","ENSG00000126773",10.532,10.82,10.676,-0.732,0.2257,0.5384,"PCNX4"
"8528","ENSG00000203797",6.842,7.024,6.933,0.209,0.2258,0.5386,"DDO"
"401251","ENSG00000228727",6.591,6.678,6.634,-0.162,0.226,0.5389,"SAPCD1"
"154091","ENSG00000146411",9.709,10.49,10.1,-0.172,0.2262,0.5391,"SLC2A12"
"117583","ENSG00000116117",11.416,10.897,11.157,-0.23,0.2261,0.5391,"PARD3B"
"101929240","ENSG00000265298",7.845,7.601,7.723,-0.162,0.2262,0.5391,"AC132812.1"
"100130519","ENSG00000188051",6.604,6.667,6.635,0.194,0.2262,0.5392,"TMEM221"
"10236","ENSG00000125944",10.845,10.951,10.898,0.159,0.2266,0.5397,"HNRNPR"
"595","ENSG00000110092",13.82,13.824,13.822,0.129,0.2267,0.5399,"CCND1"
"3875","ENSG00000111057",7.128,7.097,7.112,-0.176,0.2269,0.54,"KRT18"
"9597","ENSG00000164621",6.439,6.54,6.49,0.716,0.2268,0.54,"SMAD5-AS1"
"84504","ENSG00000148826",6.345,6.16,6.252,-0.647,0.2268,0.54,"NKX6-2"
"55466","ENSG00000140403",7.78,7.577,7.678,-0.077,0.2271,0.5404,"DNAJA4"
"9398","ENSG00000134256",6.367,6.433,6.4,0.147,0.2271,0.5404,"CD101"
"121506","ENSG00000139055",7.033,6.58,6.806,-0.248,0.2272,0.5405,"ERP27"
"5801","ENSG00000153233",6.326,6.453,6.39,-0.618,0.2272,0.5405,"PTPRR"
"80274","ENSG00000159307",7.928,7.826,7.877,0.277,0.2273,0.5406,"SCUBE1"
"2152","ENSG00000117525",9.443,9.133,9.288,-0.165,0.2275,0.5407,"F3"
"115123","ENSG00000173926",7.355,7.349,7.352,0.165,0.2277,0.5407,"MARCH3"
"80196","ENSG00000170633",9.196,9.076,9.136,0.213,0.2275,0.5407,"RNF34"
"152002","ENSG00000173950",9.068,9.124,9.096,-0.341,0.2276,0.5407,"XXYLT1"
"4047","ENSG00000160285",11.955,11.98,11.968,-0.644,0.2277,0.5407,"LSS"
"285456","ENSG00000234492",6.463,6.499,6.481,-0.483,0.2275,0.5407,"RPL34-AS1"
"101927245","ENSG00000283959",6.725,6.789,6.757,-0.162,0.2277,0.5407,"AP002851.1"
"100423037","ENSG00000266235",6.301,6.388,6.345,-0.748,0.2276,0.5407,"MIR3176"
"101929631","ENSG00000232100",6.256,6.312,6.284,0.468,0.2278,0.5409,"LINC01653"
"3598","ENSG00000123496",8.325,8.479,8.402,0.132,0.228,0.541,"IL13RA2"
"100873954","ENSG00000234617",7.151,6.78,6.965,0.196,0.2279,0.541,"SNRK-AS1"
"56848","ENSG00000063176",8.739,8.671,8.705,-0.233,0.228,0.541,"SPHK2"
"168544","ENSG00000181444",6.666,6.735,6.701,-0.175,0.228,0.541,"ZNF467"
"10669","ENSG00000138028",8.849,8.34,8.594,-0.246,0.2284,0.5413,"CGREF1"
"85301","ENSG00000196739",8.617,9.521,9.069,0.284,0.2286,0.5413,"COL27A1"
"23468","ENSG00000094916",10.85,11.481,11.165,0.123,0.2285,0.5413,"CBX5"
"64208","ENSG00000132429",8.055,7.832,7.943,0.164,0.2285,0.5413,"POPDC3"
"5250","ENSG00000075415",12.834,12.603,12.718,0.172,0.2283,0.5413,"SLC25A3"
"84083","ENSG00000121988",7.714,7.96,7.837,0.293,0.2284,0.5413,"ZRANB3"
"56342","ENSG00000130810",8.733,8.294,8.513,0.389,0.2285,0.5413,"PPAN"
"654364","ENSG00000011052",8.221,8.629,8.425,1.045,0.2286,0.5413,"NME1-NME2"
"6801","ENSG00000115808",9.872,9.902,9.887,-0.262,0.2287,0.5417,"STRN"
"7514","ENSG00000082898",11.313,11.533,11.423,-0.591,0.2289,0.5418,"XPO1"
"3486","ENSG00000146674",11.822,11.716,11.769,-0.507,0.2289,0.5419,"IGFBP3"
"81622","ENSG00000110057",9.071,8.59,8.83,0.285,0.2292,0.5419,"UNC93B1"
"114134","ENSG00000151229",9.21,8.923,9.067,-0.448,0.2289,0.5419,"SLC2A13"
"50944","ENSG00000161681",7.669,7.947,7.808,0.22,0.2291,0.5419,"SHANK1"
"78989","ENSG00000118004",6.309,6.35,6.33,-0.128,0.2291,0.5419,"COLEC11"
"57589","ENSG00000107036",10.792,10.77,10.781,-0.208,0.2291,0.5419,"RIC1"
"100505881","ENSG00000234456",10.811,10.703,10.757,-0.144,0.2292,0.5419,"MAGI2-AS3"
"257629","ENSG00000175311",6.557,6.653,6.605,0.653,0.2292,0.5419,"ANKS4B"
"92014","ENSG00000122696",8.61,8.515,8.563,0.466,0.2294,0.5422,"SLC25A51"
"1508","ENSG00000164733",14.835,14.621,14.728,-0.156,0.2296,0.5425,"CTSB"
"3954","ENSG00000168924",9.752,9.469,9.61,-0.607,0.2296,0.5425,"LETM1"
"5540","ENSG00000204174",6.349,6.47,6.409,-0.116,0.2297,0.5427,"NPY4R"
"5128","ENSG00000059758",9.686,10.036,9.861,0.105,0.2298,0.5427,"CDK17"
"79872","ENSG00000105879",9.201,9.151,9.176,0.357,0.2298,0.5427,"CBLL1"
"401494","ENSG00000188921",10.022,9.699,9.861,-0.534,0.2298,0.5427,"HACD4"
"85014","ENSG00000244187",8.416,8.53,8.473,-0.553,0.23,0.5429,"TMEM141"
"1164","ENSG00000123975",8.586,8.53,8.558,-0.133,0.23,0.543,"CKS2"
"55907","ENSG00000111726",9.476,9.222,9.349,0.165,0.2301,0.543,"CMAS"
"107984366","ENSG00000231680",6.266,6.264,6.265,0.205,0.2301,0.543,"AP003774.3"
"84981","ENSG00000186594",10.929,10.072,10.5,-0.147,0.2303,0.5433,"MIR22HG"
"100505989","ENSG00000248771",6.494,6.471,6.482,-0.933,0.2304,0.5433,"SMIM31"
"5471","ENSG00000128059",8.216,8.312,8.264,-0.207,0.2306,0.5437,"PPAT"
"4519","ENSG00000198727",15.95,15.634,15.792,-0.168,0.2308,0.5439,"MT-CYB"
"5190","ENSG00000124587",9.671,9.522,9.597,0.235,0.2308,0.5439,"PEX6"
"6665","ENSG00000129194",6.943,6.883,6.913,0.249,0.2309,0.5439,"SOX15"
"27094","ENSG00000171121",7.325,7.334,7.33,0.157,0.2307,0.5439,"KCNMB3"
"8576","ENSG00000115661",9.332,9.252,9.292,-0.166,0.2308,0.5439,"STK16"
"5909","ENSG00000076864",6.631,6.645,6.638,-1.055,0.2309,0.5439,"RAP1GAP"
"5709","ENSG00000108344",10.878,10.878,10.878,-0.316,0.2309,0.5439,"PSMD3"
"6767","ENSG00000100380",12.493,12.792,12.642,-0.243,0.2311,0.5442,"ST13"
"473","ENSG00000142599",11.645,11.539,11.592,-0.387,0.2311,0.5442,"RERE"
"65251","ENSG00000198093",7.843,7.877,7.86,0.696,0.2312,0.5442,"ZNF649"
"3295","ENSG00000133835",11.489,11.241,11.365,0.654,0.2312,0.5442,"HSD17B4"
"728118","ENSG00000184923",7.378,7.429,7.404,-0.214,0.2314,0.5445,"NUTM2A"
"2950","ENSG00000084207",11.752,11.817,11.785,-0.155,0.2314,0.5445,"GSTP1"
"4481","ENSG00000038945",7.65,8.133,7.892,0.302,0.2316,0.5448,"MSR1"
"116412","ENSG00000152475",7.034,7.171,7.103,0.166,0.2315,0.5448,"ZNF837"
"440138","ENSG00000253710",9.038,8.899,8.968,0.509,0.2318,0.5452,"ALG11"
"339456","ENSG00000178821",6.446,6.42,6.433,-0.169,0.2319,0.5453,"TMEM52"
"6531","ENSG00000142319",6.306,6.261,6.284,0.802,0.232,0.5454,"SLC6A3"
"101927751","ENSG00000259583",7.639,8.24,7.94,0.151,0.232,0.5455,"AC015712.2"
"11095","ENSG00000134917",12.494,12.347,12.42,0.245,0.2327,0.5458,"ADAMTS8"
"2050","ENSG00000196411",9.892,10.69,10.291,-0.966,0.2329,0.5458,"EPHB4"
"54498","ENSG00000088826",8.283,8.804,8.544,0.402,0.2324,0.5458,"SMOX"
"653820","ENSG00000188610",6.897,7.116,7.006,0.191,0.2322,0.5458,"FAM72B"
"91419","ENSG00000166896",7.824,7.941,7.882,0.379,0.2327,0.5458,"ATP23"
"367","ENSG00000169083",10.51,10.474,10.492,0.164,0.2326,0.5458,"AR"
"55308","ENSG00000168872",10.06,10.045,10.053,0.225,0.2325,0.5458,"DDX19A"
"65266","ENSG00000126562",6.869,7.132,7.001,0.165,0.2327,0.5458,"WNK4"
"256714","ENSG00000184368",6.451,6.446,6.448,0.17,0.2328,0.5458,"MAP7D2"
"57460","ENSG00000111110",6.722,6.97,6.846,-0.714,0.2328,0.5458,"PPM1H"
"5029","ENSG00000175591",6.284,6.29,6.287,0.153,0.2325,0.5458,"P2RY2"
"11156","ENSG00000184489",6.983,7.205,7.094,0.189,0.2329,0.5458,"PTP4A3"
"11060","ENSG00000198373",9.413,9.378,9.395,0.227,0.2326,0.5458,"WWP2"
"23162","ENSG00000138834",10.407,10.652,10.53,0.905,0.2328,0.5458,"MAPK8IP3"
"10432","ENSG00000239306",9.122,9.208,9.165,-0.608,0.2322,0.5458,"RBM14"
"10933","ENSG00000185787",12.946,12.859,12.902,0.479,0.2329,0.5458,"MORF4L1"
"8731","ENSG00000101654",10.276,10.348,10.312,0.748,0.2329,0.5458,"RNMT"
"7391","ENSG00000158773",9.257,9.373,9.315,-0.778,0.2324,0.5458,"USF1"
"101929231","ENSG00000231969",6.659,6.694,6.676,0.512,0.2324,0.5458,"AC007364.1"
"55004","ENSG00000149357",10.602,10.612,10.607,-0.449,0.2329,0.5458,"LAMTOR1"
"64167","ENSG00000164308",9.543,9.727,9.635,-0.173,0.2331,0.546,"ERAP2"
"51585","ENSG00000165494",10.255,10.08,10.167,-0.281,0.2331,0.546,"PCF11"
"2898","ENSG00000164418",7.026,7.126,7.076,-0.146,0.2332,0.5461,"GRIK2"
"139285","ENSG00000184675",8.135,8.142,8.138,-0.373,0.2332,0.5461,"AMER1"
"101927989","ENSG00000265778",6.575,6.517,6.546,-0.185,0.2332,0.5462,"AC018413.1"
"283028","ENSG00000259869",6.326,6.257,6.291,-0.385,0.2333,0.5462,"AL022344.2"
"2635","ENSG00000117226",8.748,9.184,8.966,0.155,0.2334,0.5463,"GBP3"
"6120","ENSG00000197713",9.644,9.859,9.751,0.189,0.2335,0.5463,"RPE"
"100533111","ENSG00000135747",6.737,6.856,6.797,0.215,0.2334,0.5463,"ZNF670-ZNF695"
"85465","ENSG00000138018",8.725,8.773,8.749,0.261,0.2334,0.5463,"SELENOI"
"924","ENSG00000173762",6.729,6.586,6.658,0.167,0.2336,0.5464,"CD7"
"100506243","ENSG00000240747",7.027,7.01,7.018,0.215,0.2338,0.5466,"KRBOX1"
"10125","ENSG00000172575",6.626,6.382,6.504,0.157,0.2338,0.5466,"RASGRP1"
"147660","ENSG00000258405",7.063,7.131,7.097,0.206,0.2338,0.5466,"ZNF578"
"90362","ENSG00000169122",9.045,9.197,9.121,0.131,0.2339,0.5466,"FAM110B"
"729082","ENSG00000247556",10.778,10.57,10.674,-0.724,0.2337,0.5466,"OIP5-AS1"
"8822","ENSG00000158815",6.608,6.633,6.62,-0.423,0.2339,0.5466,"FGF17"
"441549","ENSG00000185267",7.141,7.357,7.249,-0.228,0.234,0.5467,"CDNF"
"129531","ENSG00000158411",8.82,8.826,8.823,-0.29,0.2339,0.5467,"MITD1"
"22841","ENSG00000107560",9.627,9.723,9.675,0.2,0.234,0.5467,"RAB11FIP2"
"123720","ENSG00000156232",8.992,8.589,8.79,-0.176,0.2343,0.5469,"WHAMM"
"50848","ENSG00000158769",7.74,7.3,7.52,0.149,0.2342,0.5469,"F11R"
"390916","ENSG00000213965",8.202,7.981,8.091,-0.379,0.2343,0.5469,"NUDT19"
"101927131","ENSG00000262999",6.346,6.377,6.361,0.728,0.2341,0.5469,"AC099489.3"
"8878","ENSG00000161011",13.745,14.341,14.043,0.82,0.2345,0.547,"SQSTM1"
"8225","ENSG00000178605",9.485,9.191,9.338,0.257,0.2346,0.547,"GTPBP6"
"80303","ENSG00000115468",6.567,6.479,6.523,-0.333,0.2346,0.547,"EFHD1"
"55916","ENSG00000101888",8.417,8.484,8.451,-1.731,0.2345,0.547,"NXT2"
"7042","ENSG00000092969",7.729,8.77,8.25,-0.232,0.2347,0.5471,"TGFB2"
"7050","ENSG00000177426",10.483,9.702,10.093,-0.433,0.2347,0.5471,"TGIF1"
"163255","ENSG00000171817",6.993,7.368,7.181,-0.179,0.2347,0.5471,"ZNF540"
"6124","ENSG00000174444",14.855,14.913,14.884,-0.184,0.2349,0.5473,"RPL4"
"100652853","ENSG00000272523",6.74,6.639,6.689,0.141,0.2349,0.5473,"LINC01023"
"55929","ENSG00000178028",8.954,9.228,9.091,-0.201,0.2349,0.5474,"DMAP1"
"133022","ENSG00000174599",7.469,7.604,7.536,-0.27,0.2349,0.5474,"TRAM1L1"
"132228","ENSG00000179564",6.241,6.314,6.277,0.155,0.235,0.5475,"LSMEM2"
"55657","ENSG00000171163",8.472,8.698,8.585,-1.568,0.2352,0.5477,"ZNF692"
"100506469","ENSG00000236144",8.279,8,8.14,0.107,0.2353,0.5477,"TMEM147-AS1"
"140683","ENSG00000131050",6.269,6.287,6.278,-0.607,0.2353,0.5477,"BPIFA2"
"5555","ENSG00000134551",6.285,6.32,6.303,0.305,0.2353,0.5477,"PRH2"
"2829","ENSG00000173578",6.258,6.462,6.36,0.251,0.2352,0.5477,"XCR1"
